[92106429, 0, 6, 12, 14, 236003, 236001, 11112, 1614314278]
[92106468, 17, 16, 0, 10, 236159, 236157, 11112, 1614314278]
[92106469, 2, 4, 12, 13, 236163, 236161, 11112, 1614314278]
[92106470, 11, 3, 8, 1, 236167, 236165, 11112, 1614314278]
[92106471, 2, 11, 10, 0, 236171, 236169, 11112, 1614314278]
[92106472, 5, 3, 3, 7, 236175, 236173, 11112, 1614314278]
[92106473, 9, 1, 3, 4, 236179, 236177, 11112, 1614314278]
[92106474, 17, 5, 0, 19, 236183, 236181, 11112, 1614314278]
[92106475, 4, 0, 9, 7, 236187, 236185, 11112, 1614314278]
[92106476, 19, 9, 18, 12, 236191, 236189, 11112, 1614314278]
[92106477, 11, 15, 8, 16, 236195, 236193, 11112, 1614314278]
[92106478, 0, 2, 18, 7, 236199, 236197, 11111, 1614314278]
[92106479, 3, 5, 7, 18, 236203, 236201, 11112, 1614314278]
[92106480, 15, 7, 1, 2, 236207, 236205, 11112, 1614314278]
[92106481, 20, 14, 2, 20, 236211, 236209, 11112, 1614314278]
[92106482, 0, 7, 10, 16, 236215, 236213, 11112, 1614314278]
[92106483, 10, 20, 13, 0, 236219, 236217, 11112, 1614314278]
[92106484, 12, 19, 15, 11, 236223, 236221, 11112, 1614314278]
[92106485, 3, 1, 15, 15, 236227, 236225, 11112, 1614314278]
[92106486, 4, 14, 20, 19, 236231, 236229, 11112, 1614314278]
[92106487, 0, 5, 0, 2, 236235, 236233, 11112, 1614314278]
['/', '/', '/', '/', '/', 240040, 236238, 11111, 1614314304]
[92106489, 8, 3, 5, 19, 236243, 236241, 11112, 1614314278]
[92106490, 9, 14, 0, 7, 236247, 236245, 11112, 1614314278]
[92106491, 4, 15, 13, 12, 236251, 236249, 11112, 1614314278]
[92106492, 11, 5, 2, 11, 236255, 236253, 11112, 1614314278]
[92106493, 14, 10, 13, 8, 236259, 236257, 11112, 1614314278]
[92106494, 16, 15, 8, 8, 236263, 236261, 11112, 1614314278]
[92106495, 16, 15, 20, 17, 236267, 236265, 11112, 1614314278]
[92106496, 15, 6, 13, 8, 236271, 236269, 11112, 1614314278]
[92106497, 13, 15, 18, 14, 236275, 236273, 11112, 1614314278]
[92106498, 20, 19, 14, 14, 236279, 236277, 11112, 1614314278]
[92106499, 5, 18, 3, 16, 236283, 236281, 11112, 1614314278]
[92106500, 17, 10, 7, 5, 236287, 236285, 11112, 1614314278]
[92106501, 3, 13, 0, 9, 236291, 236289, 11112, 1614314278]
['/', '/', '/', '/', '/', 240061, 236294, 11111, 1614314304]
[92106503, 4, 14, 8, 14, 236299, 236297, 11112, 1614314278]
[92106504, 8, 9, 18, 3, 236303, 236301, 11112, 1614314278]
[92106505, 11, 4, 15, 16, 236307, 236305, 11112, 1614314278]
[92106506, 11, 14, 15, 14, 236311, 236309, 11112, 1614314278]
[92106507, 15, 10, 3, 10, 236315, 236313, 11112, 1614314278]
['/', '/', '/', '/', '/', 240062, 236318, 11111, 1614314304]
[92106509, 15, 13, 9, 1, 236323, 236321, 11112, 1614314278]
[92106510, 8, 16, 6, 9, 236327, 236325, 11112, 1614314278]
[92106511, 18, 11, 19, 3, 236331, 236329, 11112, 1614314278]
['/', '/', '/', '/', '/', 240085, 236334, 11111, 1614314304]
[92106513, 17, 12, 0, 7, 236339, 236337, 11112, 1614314278]
[92106514, 6, 17, 3, 0, 236343, 236341, 11112, 1614314278]
[92106515, 11, 6, 20, 17, 236347, 236345, 11112, 1614314278]
[92106516, 6, 20, 6, 18, 236351, 236349, 11112, 1614314278]
[92106517, 17, 4, 4, 15, 236355, 236353, 11112, 1614314278]
[92106518, 10, 17, 8, 9, 236359, 236357, 11112, 1614314278]
['/', '/', '/', '/', '/', 240009, 236362, 11111, 1614314304]
[92106520, 10, 7, 3, 16, 236367, 236365, 11112, 1614314278]
[92106521, 1, 10, 19, 2, 236371, 236369, 11112, 1614314278]
[92106522, 10, 12, 3, 7, 236375, 236373, 11112, 1614314278]
[92106523, 19, 4, 16, 4, 236379, 236377, 11112, 1614314278]
[92106524, 4, 3, 3, 11, 236383, 236381, 11112, 1614314278]
[92106525, 1, 6, 12, 6, 236387, 236385, 11112, 1614314278]
[92106526, 1, 13, 14, 16, 236391, 236389, 11112, 1614314278]
[92106527, 7, 4, 7, 18, 236395, 236393, 11112, 1614314278]
[92106528, 6, 19, 10, 8, 236399, 236397, 11111, 1614314278]
[92106529, 8, 10, 13, 8, 236403, 236401, 11112, 1614314278]
[92106530, 4, 13, 2, 17, 236407, 236405, 11112, 1614314278]
[92106531, 7, 19, 5, 15, 236411, 236409, 11112, 1614314278]
[92106532, 1, 20, 1, 12, 236415, 236413, 11112, 1614314278]
[92106533, 10, 17, 16, 12, 236419, 236417, 11112, 1614314278]
['/', '/', '/', '/', '/', 240025, 236422, 11111, 1614314304]
['/', '/', '/', '/', '/', 240038, 236426, 11111, 1614314304]
[92106536, 10, 4, 3, 18, 236431, 236429, 11112, 1614314278]
[92106537, 1, 16, 2, 8, 236435, 236433, 11112, 1614314278]
[92106538, 5, 14, 2, 14, 236439, 236437, 11112, 1614314278]
[92106539, 17, 1, 4, 18, 236443, 236441, 11112, 1614314278]
[92106540, 3, 6, 0, 8, 236447, 236445, 11112, 1614314278]
[92106541, 19, 4, 13, 1, 236451, 236449, 11112, 1614314278]
[92106542, 13, 0, 0, 7, 236455, 236453, 11112, 1614314278]
['/', '/', '/', '/', '/', 240047, 236458, 11111, 1614314304]
[92106544, 9, 9, 0, 11, 236463, 236461, 11112, 1614314278]
[92106545, 5, 1, 4, 10, 236467, 236465, 11112, 1614314278]
[92106546, 11, 5, 7, 10, 236471, 236469, 11112, 1614314278]
[92106547, 2, 14, 18, 13, 236475, 236473, 11112, 1614314278]
[92106548, 20, 19, 1, 17, 236479, 236477, 11111, 1614314278]
[92106549, 15, 12, 2, 13, 236483, 236481, 11112, 1614314278]
['/', '/', '/', '/', '/', 240020, 236486, 11111, 1614314304]
[92106551, 8, 15, 0, 5, 236491, 236489, 11112, 1614314278]
[92106552, 5, 12, 20, 20, 236495, 236493, 11112, 1614314278]
[92106553, 3, 16, 5, 16, 236499, 236497, 11112, 1614314278]
[92106554, 5, 7, 3, 5, 236503, 236501, 11112, 1614314278]
[92106555, 20, 9, 0, 10, 236507, 236505, 11112, 1614314278]
[92106556, 19, 7, 2, 19, 236511, 236509, 11112, 1614314278]
[92106557, 10, 0, 6, 9, 236515, 236513, 11112, 1614314278]
[92106558, 6, 2, 1, 8, 236519, 236517, 11112, 1614314278]
[92106559, 1, 0, 5, 3, 236523, 236521, 11112, 1614314278]
['/', '/', '/', '/', '/', 240069, 236526, 11111, 1614314304]
[92106561, 15, 18, 16, 8, 236531, 236529, 11112, 1614314278]
[92106562, 8, 4, 0, 3, 236535, 236533, 11112, 1614314278]
[92106563, 18, 14, 11, 8, 236539, 236537, 11112, 1614314278]
[92106564, 17, 0, 15, 11, 236543, 236541, 11112, 1614314278]
[92106565, 15, 16, 4, 18, 236547, 236545, 11112, 1614314278]
[92106566, 20, 14, 15, 13, 236551, 236549, 11112, 1614314278]
[92106567, 10, 6, 18, 1, 236555, 236553, 11112, 1614314278]
[92106568, 11, 12, 20, 11, 236559, 236557, 11112, 1614314278]
[92106569, 10, 11, 19, 12, 236563, 236561, 11112, 1614314278]
[92106570, 17, 17, 19, 16, 236567, 236565, 11112, 1614314278]
[92106571, 5, 8, 9, 15, 236571, 236569, 11112, 1614314278]
[92106572, 20, 14, 17, 11, 236575, 236573, 11112, 1614314278]
[92106573, 1, 15, 15, 17, 236579, 236577, 11112, 1614314278]
[92106574, 20, 18, 11, 9, 236583, 236581, 11112, 1614314278]
[92106575, 3, 2, 7, 4, 236587, 236585, 11112, 1614314278]
['/', '/', '/', '/', '/', 240073, 236590, 11111, 1614314304]
[92106577, 7, 10, 0, 4, 236595, 236593, 11112, 1614314278]
[92106578, 19, 3, 7, 5, 236599, 236597, 11112, 1614314278]
['/', '/', '/', '/', '/', 240078, 236602, 11111, 1614314304]
[92106580, 11, 11, 17, 3, 236607, 236605, 11112, 1614314278]
[92106581, 18, 10, 4, 10, 236611, 236609, 11112, 1614314278]
[92106582, 2, 15, 5, 3, 236615, 236613, 11112, 1614314278]
[92106583, 8, 18, 15, 5, 236619, 236617, 11112, 1614314278]
[92106584, 3, 18, 5, 5, 236623, 236621, 11112, 1614314278]
['/', '/', '/', '/', '/', 240096, 236626, 11111, 1614314304]
[92106586, 3, 14, 0, 0, 236631, 236629, 11112, 1614314278]
[92106587, 0, 3, 17, 12, 236635, 236633, 11112, 1614314278]
[92106588, 14, 0, 0, 9, 236639, 236637, 11112, 1614314278]
[92106589, 14, 7, 0, 1, 236643, 236641, 11111, 1614314278]
['/', '/', '/', '/', '/', 240004, 236646, 11111, 1614314304]
[92106591, 0, 4, 3, 1, 236651, 236649, 11111, 1614314278]
[92106592, 5, 3, 8, 5, 236655, 236653, 11112, 1614314278]
[92106593, 2, 11, 12, 8, 236659, 236657, 11112, 1614314278]
[92106594, 1, 5, 6, 1, 236663, 236661, 11112, 1614314278]
[92106595, 4, 12, 16, 2, 236667, 236665, 11112, 1614314278]
[92106596, 16, 0, 7, 9, 236671, 236669, 11112, 1614314278]
[92106597, 15, 17, 15, 17, 236675, 236673, 11112, 1614314278]
[92106598, 17, 5, 3, 9, 236679, 236677, 11112, 1614314278]
[92106599, 17, 16, 20, 0, 236683, 236681, 11112, 1614314278]
['/', '/', '/', '/', '/', 240054, 236686, 11111, 1614314304]
[92106601, 3, 12, 3, 8, 236691, 236689, 11112, 1614314278]
[92106602, 8, 14, 8, 9, 236695, 236693, 11112, 1614314278]
[92106603, 3, 14, 13, 19, 236699, 236697, 11112, 1614314278]
[92106604, 3, 0, 11, 8, 236703, 236701, 11112, 1614314278]
[92106605, 5, 14, 1, 12, 236707, 236705, 11112, 1614314278]
[92106606, 14, 15, 8, 20, 236711, 236709, 11112, 1614314278]
[92106607, 8, 1, 17, 15, 236715, 236713, 11111, 1614314278]
[92106608, 3, 2, 7, 11, 236719, 236717, 11112, 1614314278]
[92106609, 19, 12, 1, 4, 236723, 236721, 11112, 1614314278]
['/', '/', '/', '/', '/', 240098, 236726, 11111, 1614314304]
[92106611, 7, 18, 15, 16, 236731, 236729, 11111, 1614314278]
['/', '/', '/', '/', '/', 240013, 236734, 11111, 1614314304]
[92106613, 1, 2, 15, 10, 236739, 236737, 11112, 1614314278]
[92106614, 20, 17, 0, 4, 236743, 236741, 11112, 1614314278]
[92106615, 0, 8, 2, 11, 236747, 236745, 11112, 1614314278]
[92106616, 17, 15, 4, 5, 236751, 236749, 11112, 1614314278]
[92106617, 8, 7, 17, 2, 236755, 236753, 11112, 1614314278]
[92106618, 2, 5, 9, 2, 236759, 236757, 11112, 1614314278]
[92106619, 13, 0, 19, 4, 236763, 236761, 11112, 1614314278]
['/', '/', '/', '/', '/', 240092, 236766, 11111, 1614314304]
[92106621, 0, 11, 16, 6, 236771, 236769, 11111, 1614314278]
[92106622, 2, 16, 1, 15, 236775, 236773, 11112, 1614314278]
['/', '/', '/', '/', '/', 240087, 236778, 11111, 1614314304]
[92106624, 8, 10, 0, 20, 236783, 236781, 11112, 1614314278]
[92106625, 13, 6, 6, 14, 236787, 236785, 11112, 1614314278]
[92106626, 12, 4, 13, 12, 236791, 236789, 11112, 1614314278]
[92106627, 18, 10, 20, 14, 236795, 236793, 11112, 1614314278]
[92106628, 15, 3, 15, 17, 236799, 236797, 11112, 1614314278]
[92106629, 0, 14, 5, 8, 236803, 236801, 11112, 1614314278]
[92106630, 12, 7, 1, 20, 236807, 236805, 11112, 1614314278]
[92106631, 0, 10, 2, 4, 236811, 236809, 11112, 1614314278]
[92106632, 17, 4, 5, 20, 236815, 236813, 11111, 1614314278]
[92106633, 2, 13, 18, 0, 236819, 236817, 11112, 1614314278]
[92106634, 11, 14, 16, 8, 236823, 236821, 11112, 1614314278]
['/', '/', '/', '/', '/', 240057, 236826, 11111, 1614314304]
[92106636, 10, 16, 14, 2, 236831, 236829, 11112, 1614314278]
[92106637, 2, 10, 3, 11, 236835, 236833, 11112, 1614314278]
[92106638, 17, 5, 3, 15, 236839, 236837, 11112, 1614314278]
[92106639, 3, 0, 7, 20, 236843, 236841, 11112, 1614314278]
[92106640, 13, 11, 6, 16, 236847, 236845, 11112, 1614314278]
[92106641, 19, 7, 19, 4, 236851, 236849, 11112, 1614314278]
[92106642, 13, 2, 6, 12, 236855, 236853, 11112, 1614314278]
[92106643, 8, 15, 12, 4, 236859, 236857, 11112, 1614314278]
[92106644, 7, 4, 20, 6, 236863, 236861, 11112, 1614314278]
[92106645, 18, 9, 1, 4, 236867, 236865, 11112, 1614314278]
[92106646, 18, 8, 5, 15, 236871, 236869, 11112, 1614314278]
[92106647, 14, 2, 0, 6, 236875, 236873, 11112, 1614314278]
[92106648, 8, 15, 11, 16, 236879, 236877, 11112, 1614314278]
[92106649, 0, 16, 15, 13, 236883, 236881, 11112, 1614314278]
[92106650, 6, 14, 17, 18, 236887, 236885, 11112, 1614314278]
[92106651, 13, 5, 15, 15, 236891, 236889, 11112, 1614314278]
[92106652, 15, 7, 6, 12, 236895, 236893, 11112, 1614314278]
[92106653, 10, 13, 0, 2, 236899, 236897, 11112, 1614314278]
[92106654, 12, 13, 0, 8, 236903, 236901, 11112, 1614314278]
[92106655, 9, 11, 5, 3, 236907, 236905, 11112, 1614314278]
[92106656, 3, 18, 20, 17, 236911, 236909, 11112, 1614314278]
['/', '/', '/', '/', '/', 240033, 236914, 11111, 1614314304]
[92106658, 3, 5, 1, 8, 236919, 236917, 11112, 1614314278]
[92106659, 8, 20, 4, 1, 236923, 236921, 11112, 1614314278]
[92106660, 5, 15, 1, 0, 236927, 236925, 11112, 1614314278]
[92106661, 14, 15, 14, 4, 236931, 236929, 11112, 1614314278]
[92106662, 5, 1, 19, 11, 236935, 236933, 11112, 1614314278]
[92106663, 20, 7, 16, 4, 236939, 236937, 11112, 1614314278]
['/', '/', '/', '/', '/', 240094, 236942, 11111, 1614314304]
[92106665, 12, 9, 14, 15, 236947, 236945, 11112, 1614314278]
['/', '/', '/', '/', '/', 240021, 236950, 11111, 1614314304]
[92106667, 10, 2, 6, 8, 236955, 236953, 11112, 1614314278]
[92106668, 18, 15, 4, 7, 236959, 236957, 11112, 1614314278]
[92106669, 12, 5, 13, 16, 236963, 236961, 11112, 1614314278]
[92106670, 11, 20, 7, 11, 236967, 236965, 11112, 1614314278]
[92106671, 6, 19, 15, 16, 236971, 236969, 11112, 1614314278]
[92106672, 11, 6, 10, 4, 236975, 236973, 11112, 1614314278]
[92106673, 2, 14, 19, 13, 236979, 236977, 11112, 1614314278]
[92106674, 18, 15, 6, 15, 236983, 236981, 11112, 1614314278]
['/', '/', '/', '/', '/', 240071, 236986, 11111, 1614314304]
[92106676, 11, 4, 1, 8, 236991, 236989, 11112, 1614314278]
[92106677, 1, 8, 1, 9, 236995, 236993, 11112, 1614314278]
[92106678, 9, 14, 14, 15, 236999, 236997, 11112, 1614314278]
[92106679, 7, 6, 3, 8, 237003, 237001, 11112, 1614314278]
[92106680, 16, 18, 16, 1, 237007, 237005, 11112, 1614314278]
[92106681, 7, 13, 15, 19, 237011, 237009, 11112, 1614314278]
[92106682, 10, 3, 4, 1, 237015, 237013, 11112, 1614314278]
[92106683, 7, 1, 12, 12, 237019, 237017, 11112, 1614314278]
[92106684, 0, 15, 20, 13, 237023, 237021, 11112, 1614314278]
[92106685, 6, 9, 17, 10, 237027, 237025, 11112, 1614314278]
[92106686, 16, 19, 1, 15, 237031, 237029, 11112, 1614314278]
[92106687, 2, 3, 0, 4, 237035, 237033, 11112, 1614314278]
[92106688, 2, 12, 6, 7, 237039, 237037, 11112, 1614314278]
[92106689, 10, 19, 7, 14, 237043, 237041, 11112, 1614314278]
[92106690, 2, 9, 8, 17, 237047, 237045, 11112, 1614314278]
[92106691, 13, 15, 18, 7, 237051, 237049, 11112, 1614314278]
[92106692, 1, 7, 16, 18, 237055, 237053, 11112, 1614314278]
[92106693, 1, 20, 19, 20, 237059, 237057, 11112, 1614314278]
[92106694, 3, 18, 13, 3, 237063, 237061, 11111, 1614314278]
[92106695, 12, 11, 15, 20, 237067, 237065, 11112, 1614314278]
[92106696, 13, 3, 14, 18, 237071, 237069, 11112, 1614314278]
[92106697, 1, 7, 6, 15, 237075, 237073, 11112, 1614314278]
[92106698, 14, 9, 11, 15, 237079, 237077, 11112, 1614314278]
[92106699, 2, 10, 19, 13, 237083, 237081, 11112, 1614314278]
[92106700, 15, 8, 4, 4, 237087, 237085, 11112, 1614314278]
[92106701, 6, 18, 20, 5, 237091, 237089, 11112, 1614314278]
[92106702, 7, 10, 13, 10, 237095, 237093, 11112, 1614314278]
[92106703, 8, 3, 13, 8, 237099, 237097, 11112, 1614314278]
['/', '/', '/', '/', '/', 240045, 237102, 11111, 1614314304]
[92106705, 12, 17, 16, 18, 237107, 237105, 11112, 1614314278]
[92106706, 1, 16, 19, 8, 237111, 237109, 11112, 1614314278]
[92106707, 6, 7, 16, 14, 237115, 237113, 11112, 1614314278]
[92106708, 3, 15, 3, 17, 237119, 237117, 11112, 1614314278]
[92106709, 19, 10, 5, 7, 237123, 237121, 11112, 1614314278]
[92106710, 17, 12, 8, 19, 237127, 237125, 11112, 1614314278]
[92106711, 9, 6, 0, 12, 237131, 237129, 11112, 1614314278]
[92106712, 6, 15, 17, 13, 237135, 237133, 11112, 1614314278]
['/', '/', '/', '/', '/', 240042, 237138, 11111, 1614314304]
[92106714, 16, 1, 15, 17, 237143, 237141, 11112, 1614314278]
[92106715, 19, 17, 9, 17, 237147, 237145, 11112, 1614314278]
[92106716, 12, 20, 15, 11, 237151, 237149, 11112, 1614314278]
[92106717, 2, 16, 2, 12, 237155, 237153, 11112, 1614314278]
[92106718, 5, 14, 20, 19, 237159, 237157, 11112, 1614314278]
[92106719, 20, 19, 12, 4, 237163, 237161, 11112, 1614314278]
[92106720, 7, 1, 11, 17, 237167, 237165, 11112, 1614314278]
['/', '/', '/', '/', '/', 240046, 237170, 11111, 1614314304]
[92106722, 7, 14, 14, 8, 237175, 237173, 11112, 1614314278]
[92106723, 20, 5, 10, 1, 237179, 237177, 11112, 1614314278]
[92106724, 16, 16, 3, 14, 237183, 237181, 11112, 1614314278]
[92106725, 9, 17, 15, 10, 237187, 237185, 11112, 1614314278]
[92106726, 9, 15, 2, 19, 237191, 237189, 11112, 1614314278]
[92106727, 14, 2, 15, 13, 237195, 237193, 11112, 1614314278]
[92106728, 18, 17, 19, 10, 237199, 237197, 11111, 1614314278]
[92106729, 1, 10, 0, 15, 237203, 237201, 11112, 1614314278]
[92106730, 19, 16, 7, 4, 237207, 237205, 11112, 1614314278]
[92106731, 12, 20, 0, 17, 237211, 237209, 11111, 1614314278]
[92106732, 4, 0, 13, 20, 237215, 237213, 11112, 1614314278]
[92106733, 8, 13, 16, 17, 237219, 237217, 11112, 1614314278]
[92106734, 3, 6, 10, 17, 237223, 237221, 11112, 1614314278]
[92106735, 0, 20, 18, 11, 237227, 237225, 11112, 1614314278]
[92106736, 3, 5, 11, 0, 237231, 237229, 11112, 1614314278]
[92106737, 8, 20, 9, 11, 237235, 237233, 11112, 1614314278]
['/', '/', '/', '/', '/', 240086, 237238, 11111, 1614314304]
[92106739, 3, 13, 20, 17, 237243, 237241, 11112, 1614314278]
[92106740, 4, 5, 14, 11, 237247, 237245, 11112, 1614314278]
[92106741, 7, 3, 3, 13, 237251, 237249, 11111, 1614314278]
[92106742, 11, 4, 19, 19, 237255, 237253, 11112, 1614314278]
[92106743, 2, 9, 11, 19, 237259, 237257, 11112, 1614314278]
[92106744, 5, 11, 16, 16, 237263, 237261, 11112, 1614314278]
[92106745, 14, 6, 19, 9, 237267, 237265, 11112, 1614314278]
[92106746, 20, 20, 12, 5, 237271, 237269, 11112, 1614314278]
[92106747, 20, 15, 0, 4, 237275, 237273, 11112, 1614314278]
[92106748, 17, 16, 15, 6, 237279, 237277, 11112, 1614314278]
[92106749, 11, 11, 10, 15, 237283, 237281, 11112, 1614314278]
[92106750, 12, 9, 17, 12, 237287, 237285, 11112, 1614314278]
[92106751, 15, 2, 16, 17, 237291, 237289, 11112, 1614314278]
['/', '/', '/', '/', '/', 240089, 237294, 11111, 1614314304]
[92106753, 1, 8, 3, 0, 237299, 237297, 11112, 1614314278]
[92106754, 2, 6, 5, 6, 237303, 237301, 11112, 1614314278]
[92106755, 6, 11, 7, 16, 237307, 237305, 11112, 1614314278]
[92106756, 4, 19, 0, 15, 237311, 237309, 11112, 1614314278]
[92106757, 14, 12, 16, 8, 237315, 237313, 11112, 1614314278]
[92106758, 3, 12, 19, 14, 237319, 237317, 11112, 1614314278]
[92106759, 18, 17, 18, 16, 237323, 237321, 11112, 1614314278]
[92106760, 2, 16, 1, 1, 237327, 237325, 11112, 1614314278]
[92106761, 20, 7, 12, 2, 237331, 237329, 11112, 1614314278]
[92106762, 12, 7, 20, 18, 237335, 237333, 11112, 1614314278]
[92106763, 12, 9, 8, 15, 237339, 237337, 11112, 1614314278]
[92106764, 6, 5, 10, 12, 237343, 237341, 11112, 1614314278]
[92106765, 5, 12, 20, 13, 237347, 237345, 11112, 1614314278]
[92106766, 10, 19, 11, 18, 237351, 237349, 11112, 1614314278]
[92106767, 1, 0, 12, 8, 237355, 237353, 11112, 1614314278]
['/', '/', '/', '/', '/', 240053, 237358, 11111, 1614314304]
[92106769, 12, 17, 10, 10, 237363, 237361, 11111, 1614314278]
[92106770, 2, 7, 9, 10, 237367, 237365, 11112, 1614314278]
[92106771, 8, 8, 14, 4, 237371, 237369, 11112, 1614314278]
[92106772, 9, 12, 0, 9, 237375, 237373, 11112, 1614314278]
[92106773, 12, 8, 1, 7, 237379, 237377, 11112, 1614314278]
[92106774, 12, 2, 5, 7, 237383, 237381, 11112, 1614314278]
['/', '/', '/', '/', '/', 240095, 237386, 11111, 1614314304]
[92106776, 19, 10, 3, 5, 237391, 237389, 11112, 1614314278]
[92106777, 13, 0, 5, 5, 237395, 237393, 11112, 1614314278]
[92106778, 8, 0, 2, 6, 237399, 237397, 11112, 1614314278]
[92106779, 16, 13, 12, 5, 237403, 237401, 11112, 1614314278]
[92106780, 20, 2, 3, 1, 237407, 237405, 11112, 1614314278]
[92106781, 1, 13, 7, 15, 237411, 237409, 11112, 1614314278]
[92106782, 7, 5, 8, 9, 237415, 237413, 11112, 1614314278]
[92106783, 19, 16, 10, 17, 237419, 237417, 11112, 1614314278]
['/', '/', '/', '/', '/', 240024, 237422, 11111, 1614314304]
[92106785, 6, 7, 7, 16, 237427, 237425, 11112, 1614314278]
[92106786, 10, 16, 12, 20, 237431, 237429, 11112, 1614314278]
[92106787, 17, 19, 16, 17, 237435, 237433, 11112, 1614314278]
[92106788, 14, 12, 10, 20, 237439, 237437, 11112, 1614314278]
[92106789, 0, 11, 9, 13, 237443, 237441, 11112, 1614314278]
[92106790, 18, 11, 13, 17, 237447, 237445, 11112, 1614314278]
[92106791, 7, 9, 13, 0, 237451, 237449, 11112, 1614314278]
[92106792, 12, 19, 14, 15, 237455, 237453, 11112, 1614314278]
[92106793, 9, 19, 20, 15, 237459, 237457, 11112, 1614314278]
[92106794, 8, 0, 2, 5, 237463, 237461, 11112, 1614314278]
[92106795, 18, 7, 3, 19, 237467, 237465, 11112, 1614314278]
[92106796, 0, 0, 20, 0, 237471, 237469, 11112, 1614314278]
[92106797, 2, 4, 16, 2, 237475, 237473, 11111, 1614314278]
[92106798, 3, 7, 11, 8, 237479, 237477, 11112, 1614314278]
[92106799, 1, 2, 13, 10, 237483, 237481, 11112, 1614314278]
[92106800, 20, 8, 5, 8, 237487, 237485, 11112, 1614314278]
[92106801, 11, 5, 6, 8, 237491, 237489, 11112, 1614314278]
[92106802, 13, 13, 2, 8, 237495, 237493, 11112, 1614314278]
[92106803, 8, 10, 14, 0, 237499, 237497, 11112, 1614314278]
[92106804, 15, 7, 20, 18, 237503, 237501, 11112, 1614314278]
['/', '/', '/', '/', '/', 240034, 237506, 11111, 1614314304]
['/', '/', '/', '/', '/', 240010, 237510, 11111, 1614314304]
[92106807, 12, 8, 11, 15, 237515, 237513, 11112, 1614314278]
['/', '/', '/', '/', '/', 240084, 237518, 11111, 1614314304]
['/', '/', '/', '/', '/', 240064, 237522, 11111, 1614314304]
[92106810, 1, 20, 12, 5, 237527, 237525, 11112, 1614314278]
[92106811, 8, 3, 11, 14, 237531, 237529, 11112, 1614314278]
[92106812, 0, 6, 2, 10, 237535, 237533, 11111, 1614314278]
[92106813, 14, 2, 17, 19, 237539, 237537, 11112, 1614314278]
[92106814, 13, 3, 13, 15, 237543, 237541, 11112, 1614314278]
[92106815, 7, 16, 11, 18, 237547, 237545, 11111, 1614314278]
[92106816, 8, 2, 1, 1, 237551, 237549, 11112, 1614314278]
[92106817, 15, 3, 10, 14, 237555, 237553, 11112, 1614314278]
[92106818, 5, 18, 14, 5, 237559, 237557, 11112, 1614314278]
